
HORA INICIO DE MEDICION  Wed Dec 22 09:58:42 2021

HORA FIN DE MEDICION Wed Dec 22 10:02:02 2021
 

Parametros del experimento: 
Usuarios: 150; Tpo. Reflex (seg); 2.000000; IP servidor: 192.168.203.235; Transitorio (seg): 0; Medicion (seg): 200 
Nº usu.; Nº pet.; Tpo Reflex (mseg); Tpo. Ini. (mseg); Tpo. Fin (mseg)
130;38;96.982224;144771.562500;146806.546875
130;39;1642.443970;146910.781250;148818.843750
130;40;2620.948975;150463.796875;152075.375000
130;41;511.787964;154702.937500;156531.062500
130;42;3510.229980;157042.421875;158977.968750
130;43;5688.830566;162494.953125;164014.203125
130;44;3172.540527;169711.937500;171893.203125
130;45;660.422302;175080.953125;176748.421875
130;46;620.237854;177409.781250;179154.421875
130;47;2642.108398;179776.312500;181552.453125
130;48;736.670715;184197.937500;185783.531250
130;49;1130.693604;186528.187500;188037.906250
130;50;2400.046875;189171.031250;190799.437500
130;51;5357.872559;193210.421875;195107.218750
131;0;7874.545410;11.535390;2394.042236
131;1;1053.872437;10273.297852;10692.878906
131;2;82.363892;11760.520508;12979.654297
131;3;3264.373779;13073.945313;15172.276367
131;4;3332.327637;18446.900391;20397.449219
131;5;1785.500610;23730.162109;25411.492188
131;6;622.736145;27211.560547;29230.490234
131;7;1203.106567;29868.037109;32130.128906
131;8;6683.728516;33337.640625;34737.859375
131;9;1776.429688;41421.152344;42873.003906
131;10;2110.564941;44651.750000;46360.484375
131;11;4509.645996;48481.988281;50220.652344
131;12;2100.594971;54732.660156;56601.609375
131;13;166.540329;58701.984375;60632.808594
131;14;2846.384521;60800.703125;62362.562500
131;15;340.822357;65209.285156;67057.468750
131;16;296.303040;67400.281250;69218.882813
131;17;2662.800537;69525.546875;70940.039063
131;18;1981.060425;73608.523438;75345.914063
131;19;1215.621216;77336.039063;79337.570313
131;20;599.785095;80554.382813;81907.890625
131;21;205.526062;82508.734375;84159.992188
131;22;55.450813;84366.031250;86346.609375
131;23;3438.453125;86414.476563;87689.273438
131;24;1150.992798;91134.859375;93417.453125
131;25;3960.492920;94578.281250;96217.109375
131;26;1255.128052;100191.773438;102469.898438
131;27;1078.420288;103738.804688;105554.429688
131;28;1785.053589;106638.148438;108316.570313
131;29;1588.238647;110112.335938;111245.609375
131;30;154.437286;112840.648438;114625.687500
131;31;696.842346;114794.445313;116802.203125
131;32;2759.387207;117504.867188;119221.570313
131;33;28.090246;121988.710938;123724.781250
131;34;5194.028320;123757.656250;125075.750000
131;35;3109.723389;130275.625000;132007.437500
131;36;2663.031738;135119.406250;136251.968750
131;37;3137.952148;138923.515625;140786.265625
131;38;4763.700195;143936.171875;146024.703125
131;39;669.870605;150797.875000;152325.031250
131;40;2817.961670;153002.625000;154754.265625
131;41;2469.114990;157573.796875;159247.296875
131;42;2637.538818;161729.250000;163634.062500
131;43;1650.925781;166276.765625;167858.359375
131;44;497.490936;169508.796875;171691.359375
131;45;2914.144043;172201.843750;173708.140625
131;46;390.209473;176627.984375;178052.218750
131;47;1185.694458;178456.796875;180291.937500
131;48;2261.479980;181486.921875;183256.359375
131;49;2717.861572;185526.281250;187012.796875
131;50;329.635284;189735.296875;191746.484375
131;51;8409.629883;192080.390625;193360.781250
132;0;7865.177734;11.007670;439.094177
132;1;170.192230;8304.250977;8364.860352
132;2;1367.038696;8538.682617;8577.337891
132;3;145.358658;9945.111328;10367.595703
132;4;1371.274658;10525.500000;11130.552734
132;5;1272.119995;12510.515625;14105.961914
132;6;378.817139;15378.750977;17474.064453
132;7;1559.146606;17866.580078;19234.892578
132;8;1235.107300;20806.509766;22942.900391
132;9;2994.620117;24191.812500;25776.384766
132;10;2136.685791;28774.253906;30834.111328
132;11;4484.204590;32978.210938;35033.425781
132;12;7341.887695;39526.234375;40747.109375
132;13;1711.185059;48091.335938;50572.839844
132;14;170.657471;52296.105469;53755.332031
132;15;1975.316406;53928.550781;55779.128906
132;16;769.222046;57763.980469;59649.250000
132;17;381.326782;60425.609375;62155.507813
132;18;1700.729126;62545.542969;64213.476563
132;19;2675.319336;65928.078125;67617.195313
132;20;4832.938477;70293.929688;71997.195313
132;21;1962.899902;76835.992188;78289.664063
132;22;1683.942627;80255.445313;81677.031250
132;23;1866.405762;83369.140625;85330.968750
132;24;9642.456055;87211.453125;89052.718750
132;25;1486.739380;98697.070313;100900.890625
132;26;3384.023682;102391.945313;104028.054688
132;27;4906.789063;107423.632813;109070.648438
132;28;672.090088;113981.367188;115718.398438
132;29;5205.532227;116390.851563;118181.281250
132;30;8120.702637;123398.250000;124798.007813
132;31;2095.019531;132926.281250;134496.296875
132;32;780.732361;136603.984375;138422.453125
132;33;520.320374;139204.796875;140861.953125
132;34;970.351990;141396.875000;143119.343750
132;35;3534.382324;144092.437500;146045.687500
132;36;2236.674805;149586.000000;151357.281250
132;37;937.506348;153596.390625;155168.250000
132;38;2920.968994;156113.781250;157875.375000
132;39;18.333883;160807.187500;162613.625000
132;40;3036.523682;162635.562500;164461.031250
132;41;427.121979;167502.453125;169012.156250
132;42;2031.826538;169446.281250;171140.421875
132;43;402.040009;173186.328125;174847.843750
132;44;2072.011963;175252.812500;176737.765625
132;45;583.130859;178816.781250;180643.156250
132;46;183.862793;181230.609375;183164.312500
132;47;351.926941;183353.546875;184863.812500
132;48;94.677116;185229.359375;186878.453125
132;49;111.579247;186981.390625;188688.156250
132;50;1858.506470;188810.171875;190683.453125
132;51;79.059235;192553.359375;194662.343750
132;52;1580.152222;194751.828125;196611.125000
133;0;7852.755371;11.583831;2429.314941
133;1;2801.298096;10288.897461;10883.240234
133;2;5991.892090;13699.049805;15482.986328
133;3;818.237488;21478.486328;23495.027344
133;4;400.398926;24317.283203;25789.863281
133;5;863.966614;26193.363281;28003.085938
133;6;161.505066;28867.968750;30716.529297
133;7;1992.432983;30883.818359;33072.390625
133;8;6285.999023;35071.855469;36766.714844
133;9;6642.736328;43062.414063;45011.195313
133;10;2162.972656;51655.378906;53014.117188
133;11;4459.083008;55185.886719;56874.609375
133;12;710.204590;61348.070313;63194.136719
133;13;145.096130;63911.742188;65724.859375
133;14;1036.886963;65881.179688;67446.554688
133;15;207.217819;68494.179688;70130.171875
133;16;1389.776489;70341.109375;72055.093750
133;17;1889.821533;73452.234375;75476.976563
133;18;1455.030029;77367.296875;79326.523438
133;19;39.636990;80788.781250;82047.546875
133;20;1652.738159;82101.992188;83961.000000
133;21;331.579468;85617.078125;87103.781250
133;22;235.100739;87445.804688;89261.546875
133;23;997.303833;89497.992188;91665.390625
133;24;1580.555786;92666.250000;94600.625000
133;25;414.016144;96190.468750;98028.601563
133;26;361.922729;98446.617188;100087.070313
133;27;1059.255615;100457.398438;102369.125000
133;28;7871.417969;103440.726563;105340.179688
133;29;724.270447;113215.664063;114627.117188
133;30;4435.954590;115357.007813;117668.625000
133;31;8.257006;122113.726563;124011.156250
133;32;4566.902344;124023.265625;125601.789063
133;33;1174.682251;130181.875000;131796.843750
133;34;3707.073730;132973.203125;134417.500000
133;35;4074.679932;138137.343750;139880.031250
133;36;1885.429688;143967.468750;145937.609375
133;37;6280.348633;147835.687500;149890.406250
133;38;1978.432373;156176.359375;157991.750000
133;39;2646.000488;159979.109375;161540.406250
133;40;3282.249268;164197.140625;166542.515625
133;41;2251.295410;169836.859375;171918.593750
133;42;1567.549072;174171.468750;175722.671875
133;43;3241.711426;177299.953125;179114.906250
133;44;145.227386;182369.031250;184383.765625
133;45;2684.877197;184541.781250;185934.281250
133;46;12970.308594;188622.671875;190651.406250
134;0;7843.488770;11.064774;516.338745
134;1;1108.684814;8366.823242;8425.569336
134;2;1037.809692;9538.878906;9933.686523
134;3;1839.735596;10978.694336;11560.217773
134;4;4030.233398;13402.063477;15465.729492
134;5;525.235168;19509.496094;21537.402344
134;6;8106.593262;22072.300781;23792.451172
134;7;2546.314941;31899.556641;33551.835938
134;8;1206.451050;36109.328125;38432.921875
134;9;328.556030;39651.703125;40828.355469
134;10;2189.791992;41171.160156;42760.046875
134;11;4434.272949;44964.281250;46362.566406
134;12;1952.503540;50811.542969;52328.421875
134;13;1665.049438;54288.335938;56018.320313
134;14;2598.891602;57684.359375;59515.839844
134;15;1684.792847;62121.062500;63740.183594
134;16;2294.270996;65428.097656;67186.453125
134;17;100.445000;69494.281250;70852.257813
134;18;1236.126221;70959.867188;72993.968750
134;19;718.229980;74235.382813;75950.851563
134;20;481.586334;76679.695313;78773.187500
134;21;2281.051758;79258.695313;80831.585938
134;22;2115.128906;83119.117188;85058.093750
134;23;393.401947;87180.148438;89030.789063
134;24;212.098297;89435.492188;91094.312500
134;25;3787.760254;91306.750000;93173.335938
134;26;1448.345215;96971.851563;98621.390625
134;27;4780.953125;100082.406250;102051.140625
134;28;2250.919189;106841.367188;108325.976563
134;29;2289.663086;110589.468750;112159.578125
134;30;3214.729736;114450.125000;116290.078125
134;31;889.703735;119511.898438;121232.109375
134;32;1280.670410;122129.351563;124058.453125
134;33;2153.634277;125351.812500;126966.421875
134;34;719.716614;129134.812500;130541.015625
134;35;4816.589844;131269.093750;133048.562500
134;36;1586.888550;137869.750000;139606.453125
134;37;1549.586792;141193.687500;142879.031250
134;38;1340.376343;144443.421875;146973.312500
134;39;1225.622192;148320.218750;149998.390625
134;40;3562.087891;151235.875000;152519.062500
134;41;345.822632;156082.531250;157991.750000
134;42;1191.001953;158339.437500;160073.859375
134;43;1097.770508;161276.109375;162994.328125
134;44;1366.313232;164103.406250;165922.968750
134;45;508.794373;167293.687500;169011.734375
134;46;4794.997070;169524.421875;171915.062500
134;47;1781.183105;176721.734375;178255.671875
134;48;3068.820801;180042.000000;181966.000000
134;49;2258.457031;185041.859375;187013.296875
134;50;1432.916504;189280.421875;190966.093750
134;51;316.078369;192408.578125;194178.656250
134;52;719.366760;194501.812500;196381.406250
134;53;2570.222900;197112.109375;198773.390625
135;0;7834.265137;11.631950;1841.431641
135;1;205.255524;9679.463867;10055.397461
135;2;3927.601074;10273.262695;10860.034180
135;3;4035.735596;14800.568359;16851.242188
135;4;1605.463013;20900.308594;22840.449219
135;5;235.581345;24458.421875;25870.794922
135;6;4371.931641;26115.205078;28056.916016
135;7;3314.961426;32430.808594;34184.269531
135;8;5954.394531;37502.742188;39356.691406
135;9;828.371155;45323.828125;46938.820313
135;10;2216.975586;47778.750000;49277.500000
135;11;4409.766602;51499.152344;53182.570313
135;12;5900.017578;57606.171875;59515.843750
135;13;123.944351;65428.031250;67186.882813
135;14;102.628403;67318.867188;69011.000000
135;15;82.045906;69119.234375;70665.992188
135;16;3990.789795;70763.109375;72334.234375
135;17;1333.825317;76335.937500;78101.031250
135;18;1038.835571;79446.210938;80867.554688
135;19;1753.123901;81913.921875;83759.648438
135;20;4014.271729;85523.351563;86876.750000
135;21;466.115204;90900.437500;92908.671875
135;22;432.494690;93389.312500;95148.703125
135;23;6678.558594;95596.281250;97045.507813
135;24;2128.353516;103738.804688;105686.804688
135;25;1434.916748;107829.898438;109396.648438
135;26;4004.755127;110839.539063;112324.218750
135;27;1040.375366;116328.382813;118181.281250
135;28;925.739075;119230.695313;121244.437500
135;29;122.905617;122176.234375;124038.875000
135;30;2461.995361;124163.898438;125691.742188
135;31;2504.031006;128165.046875;129550.945313
135;32;97.815285;132066.546875;134507.906250
135;33;4150.052246;134618.953125;136198.171875
135;34;2863.940674;140349.890625;141913.531250
135;35;6010.291016;144787.171875;146395.312500
135;36;1327.058838;152408.515625;153842.765625
135;37;259.412872;155171.703125;157334.187500
135;38;857.396301;157605.031250;159248.671875
135;39;403.458527;160119.734375;161461.031250
135;40;3887.552246;161869.906250;163634.796875
135;41;2054.885498;167533.750000;169060.843750
135;42;874.240540;171123.562500;173046.515625
135;43;86.948555;173921.218750;175577.687500
135;44;5048.682129;175674.640625;177403.218750
135;45;2478.999023;182462.812500;184383.796875
135;46;3425.890625;186872.062500;189026.859375
135;47;724.007507;192455.421875;194662.546875
135;48;333.165131;195398.656250;197279.234375
135;49;8836.583008;197615.750000;199226.312500
136;0;7825.083496;11.220362;3541.508545
136;1;2935.218994;11369.252930;12153.785156
136;2;755.193848;15097.475586;16945.062500
136;3;284.727966;17710.312500;19381.212891
136;4;541.332153;19665.794922;21616.767578
136;5;9489.375977;22166.060547;23997.439453
136;6;3146.764160;33493.957031;35039.402344
136;7;4580.119629;38191.929688;39834.601563
136;8;1178.089600;44430.335938;45905.664063
136;9;1496.260742;47098.054688;49010.761719
136;10;2244.534180;50514.203125;51876.503906
136;11;4385.557617;54132.046875;55856.378906
136;12;634.939941;60253.859375;62090.703125
136;13;1620.091064;62733.085938;64606.593750
136;14;932.927307;66240.593750;68389.789063
136;15;1431.167847;69322.382813;70816.906250
136;16;93.333572;72260.468750;73863.703125
136;17;5165.555176;73967.898438;75899.320313
136;18;859.271240;81070.062500;82632.570313
136;19;4018.364014;83500.968750;85331.468750
136;20;1456.546753;89357.382813;91103.117188
136;21;2659.567627;92572.453125;94600.867188
136;22;2665.807129;97274.132813;98701.179688
136;23;2776.193115;101371.406250;103017.125000
136;24;469.740173;105806.882813;108119.554688
136;25;383.617645;108596.523438;110237.562500
136;26;483.373138;110620.687500;112159.570313
136;27;4661.938965;112653.054688;114233.828125
136;28;135.602417;118898.828125;120399.132813
136;29;1150.775757;120543.257813;122201.507813
136;30;1916.536011;123366.945313;124797.531250
136;31;142.997009;126727.398438;128615.726563
136;32;1948.942261;128758.820313;130074.085938
136;33;187.546478;132035.312500;134165.812500
136;34;497.099640;134364.500000;135666.906250
136;35;9393.466797;136166.296875;137368.406250
136;36;1097.136597;146770.109375;148560.265625
136;37;2435.829590;149664.078125;151357.500000
136;38;468.659760;153807.500000;155477.203125
136;39;4755.128906;155957.562500;157861.171875
136;40;4276.991211;162619.937500;164521.015625
136;41;267.769196;168805.562500;170167.015625
136;42;600.856323;170447.625000;172371.765625
136;43;2173.621094;172983.156250;174451.625000
136;44;845.623840;176627.921875;178165.375000
136;45;437.046204;179019.937500;180687.468750
136;46;2620.496338;181136.843750;182956.562500
136;47;35.967083;185588.765625;187112.312500
136;48;1478.541016;187153.750000;189022.812500
136;49;710.901123;190501.031250;192158.484375
136;50;1082.086670;192881.734375;194643.015625
136;51;584.929138;195726.750000;197502.718750
137;0;7812.907227;11.680392;3658.200928
137;1;1165.041626;11478.595703;12168.367188
137;2;2933.630615;13339.634766;15218.303711
137;3;1016.185791;18163.542969;19549.070313
137;4;5111.368652;20572.138672;22671.365234
137;5;4102.968750;27789.769531;29568.841797
137;6;2392.360596;33672.441406;35039.609375
137;7;8856.939453;37440.242188;39101.468750
137;8;5670.031250;47966.304688;49886.437500
137;9;2506.166992;55567.015625;57297.984375
137;10;2272.477295;59811.960938;61548.414063
137;11;4361.637695;63833.628906;65713.265625
137;12;1814.625854;70088.101563;71808.843750
137;13;102.949669;73624.148438;75345.437500
137;14;2378.479248;75454.320313;76842.460938
137;15;8034.108887;79227.460938;80795.164063
137;16;515.417664;88838.585938;90735.312500
137;17;899.249756;91259.859375;92927.656250
137;18;694.595032;93827.945313;95755.507813
137;19;320.228943;96456.179688;98186.226563
137;20;369.911377;98509.515625;99988.304688
137;21;610.357910;100363.687500;102659.929688
137;22;651.610168;103284.460938;105448.343750
137;23;1537.305786;106103.757813;108029.562500
137;24;2885.265381;109580.992188;111193.484375
137;25;3628.767090;114090.796875;116670.218750
137;26;1662.104614;120308.859375;121951.773438
137;27;1021.671631;123617.007813;124969.859375
137;28;2859.346191;125992.492188;127840.835938
137;29;3379.388672;130706.554688;132608.046875
137;30;1488.280273;135994.562500;137372.359375
137;31;1103.167236;138874.312500;140786.015625
137;32;439.934082;141896.968750;143819.187500
137;33;726.638977;144271.500000;146395.078125
137;34;2272.667725;147129.562500;148877.250000
137;35;63.499371;151157.765625;152347.125000
137;36;890.942078;152424.171875;154047.156250
137;37;675.509705;154937.296875;156952.484375
137;38;143.324844;157636.250000;159796.031250
137;39;1997.894897;159947.812500;161647.765625
137;40;4760.398926;163659.531250;165069.453125
137;41;1875.895020;169836.875000;171664.187500
137;42;360.460266;173546.234375;175243.843750
137;43;664.928162;175612.234375;177397.718750
137;44;2936.808594;178066.125000;179615.500000
137;45;2292.349854;182556.578125;185048.593750
137;46;2048.075928;187341.187500;189285.656250
137;47;2633.207764;191345.953125;193028.421875
137;48;4443.822266;195664.312500;197333.156250
138;0;7803.823242;3.287256;3541.272217
138;1;240.875687;11353.579102;12153.793945
138;2;507.535278;12401.204102;13759.520508
138;3;2181.236084;14269.278320;16545.087891
138;4;1870.755859;18728.195313;20431.218750
138;5;2785.754883;22306.671875;24618.570313
138;6;1846.024170;27414.650391;29399.582031
138;7;161.041946;31258.843750;33667.054688
138;8;1150.233276;33828.710938;35316.109375
138;9;4645.679199;36468.742188;37939.757813
138;10;2300.816895;42593.617188;44618.082031
138;11;4338.000977;46925.695313;48276.902344
138;12;5070.899902;52615.417969;53986.429688
138;13;1575.987061;59061.433594;60855.457031
138;14;36.899441;62433.640625;64069.335938
138;15;1206.116455;64114.882813;65808.984375
138;16;1051.083130;67021.960938;68538.679688
138;17;3217.167725;69603.687500;70939.851563
138;18;542.372620;74157.281250;75950.593750
138;19;1124.365234;76507.828125;77990.820313
138;20;3435.390137;79118.054688;80738.546875
138;21;3126.845947;84188.554688;85904.007813
138;22;3427.922607;89041.742188;90738.289063
138;23;778.118774;94171.718750;95997.382813
138;24;765.549194;96784.320313;98197.835938
138;25;1384.525146;98978.335938;100916.601563
138;26;4909.629883;102313.804688;103988.851563
138;27;4550.205566;108909.078125;110238.695313
138;28;1216.293823;114794.468750;116812.148438
138;29;429.617371;118039.398438;120151.093750
138;30;1135.749146;120590.218750;122219.445313
138;31;3018.496826;123367.007813;124797.781250
138;32;2959.732910;127821.187500;129468.218750
138;33;1466.941650;132441.875000;134295.234375
138;34;296.798553;135775.781250;137350.265625
138;35;148.774780;137651.000000;139123.921875
138;36;704.119751;139282.968750;141009.250000
138;37;4067.203125;141725.046875;143590.593750
138;38;5302.618164;147663.796875;149227.062500
138;39;880.866455;154530.968750;156564.421875
138;40;5399.203613;157448.625000;159247.515625
138;41;192.580612;164650.656250;166540.031250
138;42;145.818161;166746.750000;168414.984375
138;43;4666.969238;168571.203125;170151.656250
138;44;432.873566;174830.921875;176544.406250
138;45;367.782898;176987.359375;178881.453125
138;46;1603.421021;179254.328125;180974.437500
138;47;1181.392456;182587.828125;184780.921875
138;48;603.990845;185965.625000;188037.703125
138;49;5091.810059;188653.906250;190780.468750
138;50;783.800964;195883.093750;197622.531250
139;0;7794.780273;11.762517;2004.748169
139;1;3078.754883;9804.475586;10377.490234
139;2;2272.477295;13464.622070;15675.868164
139;3;5308.682617;17960.343750;19340.621094
139;4;692.868225;24661.552734;26266.365234
139;5;1998.226440;26961.564453;28611.958984
139;6;1417.234009;30618.179688;32286.310547
139;7;364.777344;33703.679688;35040.507813
139;8;5421.111816;35415.660156;36929.640625
139;9;187.747604;42359.257813;44414.113281
139;10;2329.563965;44602.222656;46011.808594
139;11;4314.639648;48341.355469;50711.515625
139;12;562.486267;55029.589844;56857.824219
139;13;82.236694;57433.285156;59239.539063
139;14;834.198120;59327.566406;60993.273438
139;15;5147.862793;61832.460938;63564.285156
139;16;1784.904541;68712.914063;70319.148438
139;17;542.372620;72104.203125;73816.109375
139;18;400.920959;74360.437500;75950.843750
139;19;2490.627441;76351.554688;78101.031250
139;20;1277.777832;80601.257813;81908.101563
139;21;765.817688;83197.250000;85247.992188
139;22;897.623718;86023.421875;87707.531250
139;23;229.068512;88617.773438;91018.281250
139;24;4117.743164;91259.804688;92927.882813
139;25;353.601532;97049.976563;98535.179688
139;26;612.595276;98900.210938;100884.945313
139;27;1003.040405;101512.062500;103042.562500
139;28;326.614655;104053.078125;105900.484375
139;29;1693.456665;106228.718750;108097.781250
139;30;836.144226;109799.710938;111240.468750
139;31;287.474548;112089.671875;113492.609375
139;32;852.903320;113793.875000;115651.156250
139;33;2655.188477;116515.804688;118182.515625
139;34;1816.895630;120840.218750;122535.421875
139;35;237.779846;124367.101563;125783.687500
139;36;533.187866;126023.742188;127854.367188
139;37;1201.547607;128399.406250;129840.914063
139;38;3118.411377;131050.328125;132941.718750
139;39;168.398575;136072.703125;137372.171875
139;40;6344.847656;137541.593750;139331.937500
139;41;1711.759521;145682.890625;147598.484375
139;42;7437.670410;149320.296875;151011.625000
139;43;1481.227539;158458.546875;160043.562500
139;44;1932.833862;161526.140625;163175.156250
139;45;2121.642334;165119.468750;166787.031250
139;46;1239.980347;168914.984375;170522.890625
139;47;349.090485;171764.296875;173455.156250
139;48;1987.150635;173811.890625;175576.781250
139;49;530.002930;177566.093750;179155.078125
139;50;3004.739502;179691.843750;181349.343750
139;51;1071.316162;184354.250000;185793.875000
139;52;425.988800;186872.015625;188687.953125
139;53;3082.172119;189124.125000;190780.265625
139;54;2770.819336;193866.796875;195926.890625
140;0;7785.777832;3.448298;3540.533936
140;1;1223.032837;11338.114258;12153.543945
140;2;287.263153;13386.466797;15370.173828
140;3;434.541534;15660.024414;17539.457031
140;4;7635.852051;17975.958984;19421.158203
140;5;1434.666626;27070.968750;29485.572266
140;6;1064.445190;30930.726563;33072.390625
140;7;591.563721;34141.125000;35522.578125
140;8;1122.759521;36125.031250;38529.964844
140;9;649.328857;39667.304688;40982.347656
140;10;2358.729492;41640.351563;43417.257813
140;11;4291.548340;45782.789063;46934.980469
140;12;1685.785034;51233.539063;52637.480469
140;13;1532.834717;54335.246094;56492.796875
140;14;2180.146484;58030.070313;59763.671875
140;15;1003.846863;61947.695313;63652.687500
140;16;2956.250732;64661.808594;66054.054688
140;17;2249.415039;69025.453125;70368.703125
140;18;268.885925;72619.851563;74159.960938
140;19;10310.860352;74438.554688;76379.593750
140;20;264.213470;86695.765625;88346.851563
140;21;3737.692627;88617.835938;90455.570313
140;22;4674.537598;94202.945313;96011.984375
140;23;4492.264648;100691.867188;102602.617188
140;24;1112.939453;107106.945313;108796.242188
140;25;3481.139893;109909.171875;111355.781250
140;26;1901.475098;114841.265625;116812.789063
140;27;4444.385742;118726.960938;120510.320313
140;28;3738.088135;124961.164063;126232.218750
140;29;5955.593262;129978.710938;131762.921875
140;30;575.628662;137729.046875;139592.734375
140;31;1342.166626;140173.656250;142308.328125
140;32;5103.522461;143654.937500;145586.906250
140;33;5991.892090;150704.078125;152324.265625
140;34;114.744186;158323.812500;159880.250000
140;35;331.003204;159994.671875;161540.171875
140;36;375.721497;161885.546875;163634.312500
140;37;69.304283;164009.640625;166185.187500
140;38;2099.374023;166261.140625;167742.171875
140;39;3272.507568;169852.593750;171917.906250
140;40;8196.456055;175190.312500;176824.140625
140;41;120.181396;185026.234375;187030.125000
140;42;4259.456543;187153.734375;189027.046875
140;43;309.369751;193288.531250;195496.328125
140;44;90.904907;195820.578125;197587.453125
140;45;300.909271;197678.328125;199843.109375
141;0;7773.837402;11.766687;2429.292480
141;1;277.211884;10210.723633;10613.722656
141;2;1776.578125;10900.565430;11561.293945
141;3;1235.899658;13339.557617;15301.898438
141;4;2176.881104;16551.335938;18278.396484
141;5;995.596191;20462.779297;22064.564453
141;6;764.564941;23072.408203;25013.679688
141;7;847.394592;25786.904297;27449.189453
141;8;5198.950195;28305.437500;30114.000000
141;9;1250.446045;35321.902344;36919.050781
141;10;2388.327148;38176.250000;39698.023438
141;11;4268.204590;42093.582031;44056.667969
141;12;4487.079102;48325.695313;50640.242188
141;13;61.673084;55138.980469;56636.003906
141;14;8616.264648;56710.332031;58490.511719
141;15;4012.909424;67115.742188;68603.789063
141;16;6137.479980;72619.937500;74166.234375
141;17;239.705643;80317.945313;81778.476563
141;18;144.964874;82023.789063;84118.226563
141;19;646.712524;84272.257813;85910.562500
141;20;2986.723877;86570.710938;88052.210938
141;21;934.387512;91041.062500;92753.507813
141;22;1178.199707;93702.906250;95553.171875
141;23;2279.524902;96737.437500;98258.531250
141;24;7941.377441;100551.218750;102447.140625
141;25;1335.371826;110402.015625;112143.375000
141;26;6609.206543;113481.281250;115072.421875
141;27;984.681091;121691.804688;123546.671875
141;28;1556.353638;124538.984375;125904.843750
141;29;791.946472;127461.796875;129077.148438
141;30;345.169708;129869.265625;131668.843750
141;31;3713.316406;132019.687500;134031.781250
141;32;1373.942017;137760.343750;139613.859375
141;33;360.898987;140990.546875;142700.265625
141;34;1445.954102;143071.609375;145430.218750
141;35;428.709656;146879.500000;148521.156250
141;36;229.753174;148960.906250;150424.390625
141;37;1917.172607;150657.234375;152318.468750
141;38;1427.550659;154245.031250;156034.203125
141;39;1509.199951;157464.296875;159139.718750
141;40;17.410019;160651.046875;162265.671875
141;41;1559.945435;162291.812500;163914.609375
141;42;3088.452637;165479.312500;167205.390625
141;43;2883.458252;170306.937500;172093.250000
141;44;1267.398071;174987.156250;176738.671875
141;45;1964.529419;178019.187500;179496.562500
141;46;665.949646;181471.281250;183227.750000
141;47;1775.391357;183901.078125;185703.484375
141;48;917.320740;187481.890625;190019.968750
141;49;3865.504150;190939.031250;192504.656250
141;50;2302.553223;196383.546875;198597.234375
142;0;7764.928711;3.621210;3540.498779
142;1;3233.394043;11306.862305;12152.818359
142;2;88.861877;15394.405273;17614.570313
142;3;2593.526611;17710.376953;19234.933594
142;4;856.833923;21837.902344;23586.205078
142;5;635.694641;24442.767578;25991.917969
142;6;503.919769;26630.898438;28149.396484
142;7;1140.817505;28664.835938;30522.832031
142;8;1095.658203;31665.109375;33514.687500
142;9;2113.898926;34610.011719;35877.277344
142;10;2418.369385;38002.808594;39553.878906
142;11;4245.640137;41984.199219;43624.121094
142;12;492.487640;47872.554688;49310.843750
142;13;1490.722534;49810.257813;51723.816406
142;14;740.025696;53225.316406;55408.121094
142;15;820.168091;56163.382813;57863.707031
142;16;290.224762;58686.363281;60606.679688
142;17;1599.886230;60910.121094;62515.871094
142;18;28.275949;64130.519531;66044.625000
142;19;1634.688721;66084.351563;67994.851563
142;20;1113.791504;69634.929688;70949.890625
142;21;4621.533691;72072.960938;74062.476563
142;22;8685.475586;78696.164063;80559.234375
142;23;1254.785034;89244.906250;90898.164063
142;24;1533.491699;92166.210938;94283.648438
142;25;324.101044;95830.671875;97163.890625
142;26;750.746765;97492.851563;99786.281250
142;27;4343.348145;100551.156250;102241.585938
142;28;537.814941;106588.195313;108120.726563
142;29;2440.787354;108659.054688;110238.148438
142;30;138.543839;112684.296875;114496.992188
142;31;443.130981;114637.703125;116672.796875
142;32;148.906296;117129.804688;119002.148438
142;33;956.814087;119152.554688;120754.140625
142;34;7271.208984;121723.054688;123413.398438
142;35;531.515076;130690.906250;132918.250000
142;36;93.781281;133457.625000;135188.421875
142;37;443.892822;135291.234375;136616.109375
142;38;925.545166;137072.781250;138472.265625
142;39;586.892578;139407.953125;141197.375000
142;40;69.177910;141787.500000;143830.578125
142;41;50.311710;143904.968750;145733.484375
142;42;2354.961670;145792.296875;147661.828125
142;43;967.775574;150026.234375;151472.453125
142;44;4494.573242;152439.765625;153718.609375
142;45;236.130737;158214.421875;159880.453125
142;46;430.903992;160119.687500;161445.312500
142;47;720.504028;161885.500000;163634.062500
142;48;2670.673828;164369.062500;165953.609375
142;49;364.118225;168633.703125;170476.078125
142;50;294.534119;170842.328125;173083.546875
142;51;1715.354004;173389.453125;175092.937500
142;52;788.141174;176815.468750;178550.453125
142;53;47.122044;179348.140625;180754.078125
142;54;320.515472;180807.703125;182619.265625
142;55;1172.816284;182947.250000;184778.281250
142;56;164.021042;185965.703125;187810.093750
142;57;1438.672607;187981.937500;189747.703125
142;58;7635.852051;191189.656250;192533.421875
143;0;7756.059570;3.522083;1992.065674
143;1;1282.639893;9757.583008;10116.038086
143;2;1379.530640;11400.507813;12153.333008
143;3;9719.685547;13542.774414;15465.733398
143;4;68.546173;25193.123047;26991.820313
