"(PDH-TSV 4.0) (Hora estándar romance)(-60)"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\% de tiempo de disco"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\% de tiempo inactivo"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\Longitud promedio de la cola de disco"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\Promedio de bytes de disco/transferencia"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\Promedio de segundos de disco/transferencia"	"\\GI-AN-B3_06\Disco físico(0 D: C:)\Transferencias de disco/s"	"\\GI-AN-B3_06\Interfaz de red(Controladora Realtek PCIe GBE Family)\Ancho de banda actual"	"\\GI-AN-B3_06\Interfaz de red(Controladora Realtek PCIe GBE Family)\Total de bytes/s"	"\\GI-AN-B3_06\Memoria\Bytes de caché"	"\\GI-AN-B3_06\Memoria\Bytes disponibles"	"\\GI-AN-B3_06\Memoria\Páginas/s"	"\\GI-AN-B3_06\Procesador(_Total)\% de tiempo de procesador"
"01/09/2019 11:33:49.410"	"4345.6052607817173"	"0"	"43.45605260781717"	"83062.80662983426"	"0.11819005543649193"	"367.89865760565152"	"1000000000"	"1969646.91396339209"	"635195392"	"6289215488"	"910.59999230570099"	"69.846731507578113"
"01/09/2019 11:33:50.411"	"3631.9742526798555"	"0"	"36.319742526798557"	"95548.509090909094"	"0.13216145394584594"	"274.79539228326541"	"1000000000"	"1768842.32637795858"	"653492224"	"6265098240"	"752.4397468701776"	"65.648321354632344"
"01/09/2019 11:33:51.395"	"6867.7704612003508"	"0.020315361450403042"	"68.67770461200351"	"92968.781793842034"	"0.090510843654356993"	"752.0204093496427"	"1000000000"	"2777401.90601913526"	"635457536"	"6284128256"	"1232.2262129102578"	"89.683605513467199"
"01/09/2019 11:33:52.411"	"4276.850598789013"	"0"	"42.76850598789013"	"114694.63857374393"	"0.070407455190845653"	"612.80010125698209"	"1000000000"	"2846883.51676523127"	"606388224"	"6320263168"	"976.30875127327943"	"81.155862355220378"
"01/09/2019 11:33:53.400"	"4036.9504377966978"	"0"	"40.369504377966976"	"101918.11764705883"	"0.065213398870509739"	"619.04079882377789"	"1000000000"	"2415094.13804125017"	"604839936"	"6320009216"	"855.73286896228126"	"74.317420711682132"
"01/09/2019 11:33:54.384"	"4903.9034658785486"	"0"	"49.039034658785489"	"87015.024390243896"	"0.1308357720934312"	"374.81255645448255"	"1000000000"	"3041379.76795496937"	"645279744"	"6267359232"	"1219.9183748017169"	"91.667638405784444"
"01/09/2019 11:33:55.465"	"4932.6058963928972"	"0"	"49.326058963928972"	"86257.53316953317"	"0.13094889419361661"	"375.53644350855092"	"1000000000"	"2536556.90218781229"	"660508672"	"6239338496"	"1100.7738995226075"	"73.970087766848252"
"01/09/2019 11:33:56.396"	"4502.7132891886849"	"0"	"45.027132891886851"	"102417.54175588865"	"0.089776660109718021"	"503.29533762413621"	"1000000000"	"2534271.17140577268"	"685346816"	"6223704064"	"851.39896514575503"	"77.765366212418414"
"01/09/2019 11:33:57.412"	"4234.1707517444975"	"0.0098374373318351575"	"42.341707517444974"	"115391.24508519004"	"0.056410746858128122"	"750.59627190608637"	"1000000000"	"2264835.5485614434"	"653987840"	"6258425856"	"1257.2241618558039"	"89.624582732798771"
"01/09/2019 11:33:58.444"	"4649.0537600503276"	"0"	"46.490537600503274"	"89335.682310469318"	"0.086547472721225288"	"533.96326274923035"	"1000000000"	"2101529.9557442498"	"665878528"	"6250622976"	"685.28498161498703"	"72.350748244071326"
"01/09/2019 11:33:59.389"	"4779.0052647044913"	"0"	"47.790052647044909"	"77835.906976744183"	"0.13128779148569161"	"366.41048394840169"	"1000000000"	"1010423.27407432212"	"612950016"	"6305353728"	"68.16939236249334"	"6.9969364971012027"
"01/09/2019 11:34:00.397"	"5178.6914839619376"	"0"	"51.786914839619378"	"86038.567493112947"	"0.14393471071242844"	"359.7874972416692"	"1000000000"	"512344.53252731781"	"596070400"	"6327558144"	"0"	"2.4317646789458691"
"01/09/2019 11:34:01.390"	"4558.7653694686378"	"0"	"45.587653694686381"	"96377.263157894733"	"0.07443223645271041"	"612.5311251060881"	"1000000000"	"498319.437207793089"	"570032128"	"6373584896"	"1.0074525083981714"	"13.823913925132969"
"01/09/2019 11:34:02.390"	"4428.5570301091848"	"0"	"44.285570301091845"	"104851.35451080051"	"0.056277382544340587"	"786.92199407601106"	"1000000000"	"2281336.05942144556"	"564768768"	"6382247936"	"1592.8421049086223"	"93.750667428718614"
"01/09/2019 11:34:03.390"	"3150.9603264768057"	"0"	"31.509603264768057"	"83218.425727411945"	"0.048258805559687923"	"648.62841653511543"	"1000000000"	"3247932.99736727556"	"588316672"	"6358499328"	"1172.1003545351243"	"80.861443136429884"
"01/09/2019 11:34:04.410"	"4065.4111820388621"	"0"	"40.654111820388621"	"81446.312925170074"	"0.14096326487838612"	"290.25309864842399"	"1000000000"	"1247752.64878817392"	"596484096"	"6339375104"	"465.98456653760582"	"42.138696331936373"
"01/09/2019 11:34:05.410"	"4980.4252391151185"	"0"	"49.804252391151181"	"92876.438162544175"	"0.0879832159883812"	"566.13748496676328"	"1000000000"	"2556974.40554378284"	"585469952"	"6353977344"	"1054.2560232419937"	"75.387787289431927"
"01/09/2019 11:34:06.410"	"4588.4813267387026"	"0"	"45.884813267387024"	"114348.94526034713"	"0.061267957064570472"	"748.89020772750689"	"1000000000"	"2734367.64014918968"	"567353344"	"6380568576"	"1394.7955137247959"	"87.501331108236968"
"01/09/2019 11:34:07.410"	"3825.8252805395896"	"0"	"38.258252805395898"	"109343.79513444302"	"0.048991549154473783"	"780.93060476759626"	"1000000000"	"2408776.60405483693"	"568209408"	"6392885248"	"1082.9037707596758"	"79.299113976044993"
