"(PDH-TSV 4.0) (Hora estándar romance)(-60)"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\% de tiempo de disco"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\% de tiempo inactivo"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\Longitud promedio de la cola de disco"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\Promedio de bytes de disco/transferencia"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\Promedio de segundos de disco/transferencia"	"\\GI-AN-B3_08\Disco físico(0 D: C:)\Transferencias de disco/s"	"\\GI-AN-B3_08\Interfaz de red(Controladora Realtek PCIe GBE Family)\Ancho de banda actual"	"\\GI-AN-B3_08\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Ancho de banda actual"	"\\GI-AN-B3_08\Interfaz de red(Controladora Realtek PCIe GBE Family)\Paquetes/s"	"\\GI-AN-B3_08\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Paquetes/s"	"\\GI-AN-B3_08\Interfaz de red(Controladora Realtek PCIe GBE Family)\Total de bytes/s"	"\\GI-AN-B3_08\Interfaz de red(isatap.{E4048626-77B4-455C-B3B1-413959881D9F})\Total de bytes/s"	"\\GI-AN-B3_08\Memoria\% de bytes confirmados en uso"	"\\GI-AN-B3_08\Memoria\Bytes de caché"	"\\GI-AN-B3_08\Memoria\Bytes disponibles"	"\\GI-AN-B3_08\Memoria\Páginas/s"	"\\GI-AN-B3_08\Procesador(_Total)\% de tiempo de DPC"	"\\GI-AN-B3_08\Procesador(_Total)\% de tiempo de procesador"	"\\GI-AN-B3_08\Procesador(_Total)\% de tiempo inactivo"
"12/22/2021 09:58:53.933"	"337.09899311810824"	"5.4734989911827272"	"3.3709899311810823"	"411114.9589041096"	"0.0057263698207161403"	"588.73243281002601"	"1000000000"	"100000"	"500.01932649618641"	"0"	"160437.65276857879"	"0"	"5.8681095992945558"	"60690432"	"15874215936"	"3.0243104425172564"	"0.78750848745147428"	"32.274270079173206"	"65.263441623268434"
"12/22/2021 09:58:54.923"	"294.97152340209038"	"4.8251732721740934"	"2.9497152340209039"	"427798.5882352941"	"0.0053715071828098291"	"549.13321887044424"	"1000000000"	"100000"	"447.18017639633609"	"0"	"152447.05327252249"	"0"	"5.9460055979143727"	"90238976"	"15829204992"	"4.0377442564003259"	"0.78863318386736636"	"31.38891300353913"	"66.81730359626826"
"12/22/2021 09:58:55.925"	"294.72277320931852"	"4.4924208368062244"	"2.9472277320931854"	"446129.79127134726"	"0.0056018978028755254"	"525.03439596913256"	"1000000000"	"100000"	"500.12764094213384"	"0"	"166456.82519643768"	"0"	"6.0859221653335265"	"79958016"	"15816404992"	"2.9888106032398434"	"0"	"27.466121905732845"	"66.54264590209857"
"12/22/2021 09:58:56.937"	"294.57794326399556"	"5.5151822688669148"	"2.9457794326399558"	"453613.10701107013"	"0.0054988928859417098"	"536.7894732327162"	"1000000000"	"100000"	"436.76043855281887"	"0"	"150534.78371490762"	"0"	"6.0705891286475158"	"69120000"	"15827976192"	"3.9615459279167244"	"2.3165248105119769"	"35.137305305664647"	"66.228245917035451"
"12/22/2021 09:58:57.932"	"280.43817371811855"	"4.5120127566357988"	"2.8043817371811857"	"433265.77777777775"	"0.0053461684720612903"	"524.5706982377626"	"1000000000"	"100000"	"411.01420609050751"	"0"	"140814.06996143344"	"0"	"6.0410287028188385"	"56119296"	"15843500032"	"3.0147741278032334"	"0.78508017062844504"	"38.763746690981293"	"67.951193487668277"
"12/22/2021 09:58:58.934"	"301.13629787439538"	"3.931205107932533"	"3.011362978743954"	"447765.88847583643"	"0.0056098512721953347"	"536.76346817242279"	"1000000000"	"100000"	"414.04616968690607"	"0"	"140173.08591887122"	"0"	"6.0529196292283975"	"89104384"	"15807172608"	"3.9908064548135522"	"0.77950608897773899"	"36.0805007038254"	"66.852288061149608"
"12/22/2021 09:58:59.937"	"276.48730318898572"	"6.8693116939712668"	"2.7648730318898571"	"435071.76074766356"	"0.0051835511368325234"	"533.42787582539768"	"1000000000"	"100000"	"347.9744460991846"	"0"	"122496.97564141439"	"0"	"5.9988472059765048"	"75784192"	"15834787840"	"2.9911843504227904"	"2.3367125228947976"	"39.245474404735262"	"67.581285442632421"
"12/22/2021 09:59:00.931"	"302.50602593331189"	"4.9480689105086428"	"3.0250602593331188"	"437604.84848484851"	"0.0056967804479381434"	"530.95730949799395"	"1000000000"	"100000"	"485.70526607486943"	"0"	"155254.73297991531"	"0"	"6.0033532412474955"	"62595072"	"15846293504"	"4.022403859833287"	"0"	"30.857776911083501"	"66.90266876912662"
"12/22/2021 09:59:01.941"	"294.9990120147915"	"5.83381742132394"	"2.9499901201479153"	"442651.46020761243"	"0.0051529412852547463"	"572.5554439440109"	"1000000000"	"100000"	"417.03432854745427"	"0"	"144452.37053387426"	"0"	"6.0085059760249724"	"54403072"	"15858049024"	"3.9623214113772378"	"0"	"37.322366945134874"	"64.87206953434945"
"12/22/2021 09:59:02.939"	"291.45879023054829"	"4.7403895116927766"	"2.9145879023054828"	"435536.29520295205"	"0.0053656824100100677"	"543.12259583083392"	"1000000000"	"100000"	"458.94861418915485"	"0"	"150767.62597476743"	"0"	"5.9555392003164238"	"81612800"	"15833735168"	"4.0082848400799556"	"0.78296602664058823"	"32.664921708909411"	"67.563208283595159"
"12/22/2021 09:59:03.925"	"326.96159470892917"	"3.0207581839485629"	"3.2696159470892918"	"385906.75862068968"	"0.0069515091616977808"	"469.8094969887668"	"1000000000"	"100000"	"376.65761396513199"	"0"	"128458.47173052767"	"0"	"6.0257999725048403"	"69566464"	"15831879680"	"2.0250409352964085"	"0.79193534604356186"	"17.638724011469552"	"73.506511305086136"
"12/22/2021 09:59:04.932"	"329.73718465411469"	"4.3108093544562989"	"3.2973718465411466"	"393889.77198697068"	"0.0054066775011796407"	"610.55099314340907"	"1000000000"	"100000"	"331.12944742142548"	"0"	"110151.75197796091"	"0"	"6.0729464526550254"	"61984768"	"15836086272"	"3.9775308999570624"	"0"	"35.592386157136943"	"66.877548679119343"
"12/22/2021 09:59:05.938"	"303.66729083521619"	"3.3886558732511527"	"3.0366729083521622"	"433797.5652173913"	"0.0053144348255683028"	"571.47929513845384"	"1000000000"	"100000"	"489.98137826653516"	"0"	"157708.40791751278"	"0"	"6.0390051592017731"	"51748864"	"15848493056"	"3.9755081400935919"	"1.5527198832712394"	"31.68032513606547"	"65.476721772571111"
"12/22/2021 09:59:06.923"	"319.44508197154164"	"3.4223357268695804"	"3.1944508197154162"	"439174.8817204301"	"0.0056372759074747175"	"566.60213495077949"	"1000000000"	"100000"	"441.7059654186184"	"0"	"151386.34246512869"	"0"	"5.9876864241710415"	"82206720"	"15829622784"	"3.0462480373697822"	"0.79338272599906812"	"38.116147372072682"	"65.521470536025106"
"12/22/2021 09:59:07.928"	"292.54102452922024"	"4.9736649415012453"	"2.9254102452922024"	"429873.35495495494"	"0.0052989187070738211"	"552.11894968199601"	"1000000000"	"100000"	"356.14159276784602"	"0"	"116498.0931918195"	"0"	"5.9686818031901474"	"70905856"	"15841234944"	"3.9792356733837546"	"0.77713514710956955"	"26.172161024590888"	"66.91730953772867"
"12/22/2021 09:59:08.943"	"324.81850754801604"	"2.7501096593905405"	"3.2481850754801602"	"449415.81220657279"	"0.0077354462123385209"	"419.2164131750402"	"1000000000"	"100000"	"433.97755448402046"	"0"	"144696.57971932291"	"0"	"5.9823667991983429"	"52920320"	"15858622464"	"2.9522282617960576"	"0"	"31.462880912366131"	"73.166588631894371"
"12/22/2021 09:59:09.934"	"323.16707772224726"	"3.299476533507395"	"3.2316707772224724"	"463463.93984962406"	"0.0060203006807243104"	"537.64206073452419"	"1000000000"	"100000"	"343.60582828898163"	"0"	"116229.72444563464"	"0"	"6.064163856131473"	"83841024"	"15810928640"	"3.0318161319616026"	"0"	"26.688809820291539"	"65.839530614652119"
"12/22/2021 09:59:10.937"	"299.28102149855118"	"5.4249733662727611"	"2.9928102149855116"	"439966.1176470588"	"0.0055167279980834899"	"542.50363508919202"	"1000000000"	"100000"	"460.72919009412999"	"0"	"153985.26892301865"	"0"	"6.0253618857423827"	"80072704"	"15827345408"	"3.9889973168322945"	"0.77909199308834465"	"35.335364573667391"	"65.940581184177944"
"12/22/2021 09:59:11.926"	"303.06417179201168"	"3.9512534568414992"	"3.0306417179201168"	"457865.07086614176"	"0.00590354342391421"	"513.4055081029644"	"1000000000"	"100000"	"373.93708267341901"	"0"	"121515.40289816543"	"0"	"5.9730626708147225"	"68104192"	"15843688448"	"3.0319222919466404"	"0.78949277830113085"	"22.62970772648918"	"67.516280477958162"
"12/22/2021 09:59:12.938"	"315.80144884576947"	"4.7838221414463531"	"3.1580144884576948"	"460275.74217311235"	"0.0058841615938184247"	"536.71323474853966"	"1000000000"	"100000"	"455.66261734636612"	"0"	"154017.9183517255"	"0"	"6.0437406684911936"	"56483840"	"15843287040"	"3.9536886537645648"	"0"	"34.364527049499614"	"65.514216896716775"
"12/22/2021 09:59:13.926"	"282.99919628957059"	"5.7089758461734679"	"2.829991962895706"	"444720"	"0.0054605469859023443"	"518.23642315271786"	"1000000000"	"100000"	"367.4215265711652"	"0"	"131591.56426023153"	"0"	"6.0393389395922163"	"84480000"	"15819051008"	"3.0365415419104558"	"0"	"39.89885800238482"	"67.878983883277769"
"12/22/2021 09:59:14.935"	"331.48632715487412"	"3.3978784954312897"	"3.3148632715487412"	"397924.24421052629"	"0.0070446319524287392"	"470.55901378120672"	"1000000000"	"100000"	"386.35371657825391"	"0"	"128921.28196938669"	"0"	"6.0106546872884543"	"70234112"	"15838793728"	"2.9719516659865688"	"1.5478673904114841"	"30.34596743148321"	"73.171114189124538"
"12/22/2021 09:59:15.926"	"352.4052061479133"	"4.1776409628392779"	"3.5240520614791331"	"399673.77924217464"	"0.0057533771724863313"	"610.2859904251095"	"1000000000"	"100000"	"446.40359101935519"	"0"	"152993.77127345785"	"0"	"5.9541414949314406"	"65273856"	"15853002752"	"4.0216539731473446"	"3.1534125625296485"	"39.296808171304264"	"66.364097151746961"
"12/22/2021 09:59:16.933"	"327.25911182884124"	"3.9528125552450248"	"3.2725911182884122"	"416817.43448275863"	"0.0056812067342147171"	"578.06895259557018"	"1000000000"	"100000"	"390.69487830597154"	"0"	"128745.92244911271"	"0"	"5.9717901330761558"	"54013952"	"15857483776"	"3.9866824316935872"	"0"	"34.823285442724938"	"66.141379591171926"
"12/22/2021 09:59:17.945"	"304.90878533448938"	"4.8332327151144376"	"3.0490878533448935"	"446171.93739130435"	"0.0053650434746344089"	"568.38167302048964"	"1000000000"	"100000"	"438.88950055843031"	"0"	"146794.69907866922"	"0"	"6.0145974681505709"	"86462464"	"15822196736"	"2.9654695983677724"	"0.77218058459778216"	"30.50374738619961"	"65.055687934076673"
"12/22/2021 09:59:18.930"	"310.31142737062549"	"4.8740014770255309"	"3.1031142737062547"	"434206.4535315985"	"0.0056802977793930258"	"546.01865854964842"	"1000000000"	"100000"	"412.05125533672356"	"0"	"133131.12184741392"	"0"	"6.0053767848645609"	"75841536"	"15828856832"	"4.0596182791795421"	"0.79329451123462424"	"30.190083011353074"	"66.601300891302557"
"12/22/2021 09:59:19.931"	"267.88423693196586"	"3.5159868526064351"	"2.6788423693196584"	"419771.73333333334"	"0.0055872913649120384"	"479.66608481561093"	"1000000000"	"100000"	"459.67999794829382"	"0"	"152939.53253477081"	"0"	"5.9669503174147209"	"55107584"	"15862034432"	"3.9972173734634242"	"0"	"22.744429508159392"	"71.20252943290528"
"12/22/2021 09:59:20.933"	"339.71364255657869"	"4.3611886544425635"	"3.3971364255657868"	"437028.02962962963"	"0.0063037038581640528"	"538.88409035612301"	"1000000000"	"100000"	"368.23746174335071"	"0"	"124989.17509059944"	"0"	"5.943418799888434"	"55279616"	"15863328768"	"2.9938005019784613"	"0"	"20.473175995219261"	"67.08849440590231"
"12/22/2021 09:59:21.940"	"281.56714349566892"	"5.6206180157490504"	"2.8156714349566889"	"440528.6641509434"	"0.0053498111095094539"	"525.7937311154692"	"1000000000"	"100000"	"425.5953031104458"	"0"	"142599.22813308969"	"0"	"5.9059102285123135"	"86757376"	"15840206848"	"3.9682545744563709"	"0.77581410332225198"	"34.83161532093083"	"68.033549329910116"
"12/22/2021 09:59:22.936"	"311.12461227380169"	"3.9251975799902064"	"3.111246122738017"	"456854.9867674858"	"0.005858601284610512"	"531.56678485416319"	"1000000000"	"100000"	"408.97482312976263"	"0"	"129390.79133937841"	"0"	"5.9245393465539573"	"71897088"	"15851380736"	"3.014556435845916"	"0"	"23.924199716462201"	"66.082889732466171"
"12/22/2021 09:59:23.933"	"312.68771424829242"	"4.1952644697732699"	"3.126877142482924"	"454518.44776119402"	"0.0058125000793027978"	"538.00189722648156"	"1000000000"	"100000"	"433.61346940641801"	"0"	"140765.78744558999"	"0"	"5.9574792988358789"	"61050880"	"15856873472"	"4.0149395315409073"	"0.7841029586149203"	"31.783042600501933"	"66.072253895799875"
"12/22/2021 09:59:24.934"	"301.41394664785361"	"4.804483971951802"	"3.0141394664785359"	"459914.27005870844"	"0.0059052834710649092"	"510.11173494762238"	"1000000000"	"100000"	"408.28904030054315"	"0"	"138818.27370218467"	"0"	"6.034353095009962"	"93065216"	"15807299584"	"2.9947851366788005"	"0"	"32.109195432723695"	"67.005760686156222"
"12/22/2021 09:59:25.940"	"341.78394128151888"	"3.0402873846553717"	"3.417839412815189"	"436394.66666666669"	"0.0075438600712310474"	"453.31155809663767"	"1000000000"	"100000"	"388.69477898198534"	"0"	"125797.93378899324"	"0"	"6.0345408464795876"	"75202560"	"15832223744"	"2.9823128822147216"	"0"	"22.378283684248068"	"72.006325387452833"
"12/22/2021 09:59:26.927"	"377.3049855277572"	"3.7296721466158442"	"3.7730498552775722"	"389372.11467116355"	"0.0062779087655731539"	"601.07283341988261"	"1000000000"	"100000"	"406.45903238005553"	"0"	"135082.25019258165"	"0"	"5.9592316458857084"	"68919296"	"15845937152"	"4.0544541883297311"	"0"	"31.905612132947812"	"67.44071214846447"
"12/22/2021 09:59:27.938"	"321.67247927191369"	"4.9261322512196877"	"3.2167247927191371"	"417359.37308347528"	"0.0055398637676303628"	"580.61123406901822"	"1000000000"	"100000"	"322.45189490034062"	"0"	"106589.14447316105"	"0"	"5.9543501076754675"	"57659392"	"15858229248"	"2.9673487260767542"	"0.77279936169987562"	"39.721649787409696"	"66.676179311609616"
"12/22/2021 09:59:28.929"	"322.62933626500649"	"3.5616761227654266"	"3.2262933626500647"	"450597.16878402903"	"0.0058032669297200584"	"555.95226511919077"	"1000000000"	"100000"	"434.87373188089151"	"0"	"140247.283025476"	"0"	"6.011071912776508"	"89378816"	"15818674176"	"3.0269633309574813"	"1.5765209466914953"	"37.727422605685923"	"65.170308657072539"
"12/22/2021 09:59:29.941"	"277.85865598797562"	"5.7817213400073175"	"2.7785865598797561"	"424650.58992805757"	"0.0050564742956668053"	"549.50348093459877"	"1000000000"	"100000"	"456.60181329457663"	"0"	"157648.20009143834"	"0"	"6.0109884676788976"	"74842112"	"15831363584"	"3.9532624527668974"	"0"	"23.558972668172483"	"66.746286405324952"
"12/22/2021 09:59:30.937"	"312.76487259461925"	"4.9391852773728999"	"3.1276487259461927"	"440834.9941520468"	"0.0060730994980629626"	"514.99808057155167"	"1000000000"	"100000"	"433.68259416551717"	"0"	"144510.66997714399"	"0"	"5.9919629854236014"	"64761856"	"15849771008"	"4.0155795756066404"	"0.78429644267227183"	"30.197616602167798"	"68.239964494084376"
"12/22/2021 09:59:31.928"	"364.38818783365593"	"2.2600219867853286"	"3.6438818783365594"	"433525.15254237287"	"0.0076516953597556767"	"476.20323328924019"	"1000000000"	"100000"	"394.48191571206127"	"0"	"135382.96497588255"	"0"	"6.0390677430249804"	"52854784"	"15849074688"	"3.0267154658214421"	"2.3646993444321938"	"32.211952126277112"	"70.470451826824203"
"12/22/2021 09:59:32.934"	"294.48602935498593"	"5.4063309924781437"	"2.9448602935498593"	"450537.32841328415"	"0.0054671583211901489"	"538.6717350375983"	"1000000000"	"100000"	"448.23053967150707"	"0"	"141446.05411540772"	"0"	"5.9348239548345072"	"86511616"	"15834877952"	"3.9754371589490649"	"0"	"23.134942518477676"	"66.675097495328345"
"12/22/2021 09:59:33.946"	"286.94045819936485"	"4.7245199620852327"	"2.8694045819936487"	"444373.57438794727"	"0.0054672317752574619"	"523.17135718417239"	"1000000000"	"100000"	"358.6334727213536"	"0"	"124467.49068375988"	"0"	"5.9533904890529419"	"72609792"	"15843352576"	"2.9557703795715953"	"0"	"28.95923174165771"	"67.974485615418146"
"12/22/2021 09:59:34.937"	"289.5550127281918"	"5.5190811890139004"	"2.895550127281918"	"435390.97690941388"	"0.0050973359790953852"	"569.93109906354607"	"1000000000"	"100000"	"498.05701729887159"	"0"	"173390.65454671811"	"0"	"5.9389127646174424"	"65470464"	"15855161344"	"4.0492440430802565"	"0"	"45.610060265945052"	"64.909984492088142"
"12/22/2021 09:59:35.933"	"288.79350887676901"	"5.0994856445965677"	"2.8879350887676902"	"432997.18761384336"	"0.0052402547014528391"	"551.06304912389737"	"1000000000"	"100000"	"434.62714074799192"	"0"	"149726.54059310615"	"0"	"5.9954050957000531"	"52346880"	"15856771072"	"4.0150313233070847"	"0"	"38.044511884361334"	"66.432706012946056"
"12/22/2021 09:59:36.934"	"303.42285356555323"	"4.2061580951958479"	"3.0342285356555321"	"438794.89361702127"	"0.0064617022334560658"	"469.55728362077917"	"1000000000"	"100000"	"365.65524639405356"	"0"	"122464.53580050023"	"0"	"5.9768594227560206"	"78368768"	"15837622272"	"2.9971741507709311"	"0"	"36.776498346410392"	"71.104163457098295"
"12/22/2021 09:59:37.936"	"388.47825381491219"	"3.2351553548561029"	"3.8847825381491217"	"401985.12720156554"	"0.007613698654620916"	"510.23461166272295"	"1000000000"	"100000"	"384.42333755410635"	"0"	"136171.73268124365"	"0"	"6.0092987044522763"	"73662464"	"15833423872"	"2.995506526395634"	"1.5601636549267472"	"26.672308218442886"	"71.328745204056915"
"12/22/2021 09:59:38.925"	"331.06342104597962"	"4.5094916710902151"	"3.3106342104597961"	"412486.771331058"	"0.0055875427466961598"	"592.53037306630597"	"1000000000"	"100000"	"380.19013698452397"	"0"	"133479.09468897086"	"0"	"6.0186445553847019"	"62222336"	"15847792640"	"3.0334319440254571"	"3.9495968251560885"	"28.117337782159201"	"65.999150678698712"
"12/22/2021 09:59:39.928"	"312.67204484369086"	"4.0648162852480842"	"3.1267204484369087"	"445806.52398523985"	"0.0057904056649370596"	"539.09387365431087"	"1000000000"	"100000"	"453.55499333277811"	"0"	"144580.60050625578"	"0"	"6.0328510832529654"	"49827840"	"15854481408"	"3.9785525730945452"	"0.77834257912991811"	"22.94408466613811"	"66.295928189839671"
"12/22/2021 09:59:40.935"	"293.20462357314688"	"4.7108328782344122"	"2.9320462357314687"	"442022.83146067418"	"0.0055247189887827281"	"531.56249491055189"	"1000000000"	"100000"	"409.12394271205397"	"0"	"130774.32810183305"	"0"	"5.9873317825061942"	"80326656"	"15834472448"	"2.9863061511828759"	"0.77644265529971179"	"30.896603678325651"	"67.233245361345226"
"12/22/2021 09:59:41.947"	"300.89983473229694"	"4.7416914206008709"	"3.0089983473229696"	"443282.28571428574"	"0.0055787548666540454"	"539.42227677773417"	"1000000000"	"100000"	"347.75941653070043"	"0"	"109129.2759942647"	"0"	"5.9726871678754732"	"71819264"	"15842189312"	"3.9518115514852323"	"0.77175967132175638"	"32.085148923685438"	"67.216646893154874"
"12/22/2021 09:59:42.933"	"331.10413810208195"	"3.1838886312259977"	"3.3110413810208197"	"424563.68680089485"	"0.0073051454863557689"	"452.98303193126947"	"1000000000"	"100000"	"381.03270694889778"	"0"	"130035.51832518262"	"0"	"6.0097785137635391"	"53854208"	"15852941312"	"3.0401545767199294"	"0"	"19.990855952969298"	"72.555579643148945"
"12/22/2021 09:59:43.945"	"277.71845100417454"	"5.5518005714205554"	"2.7771845100417454"	"439584.16991150443"	"0.0049757521042250773"	"558.40965239409081"	"1000000000"	"100000"	"446.72772191527264"	"0"	"149687.39025432678"	"0"	"6.047892062097338"	"86380544"	"15815225344"	"2.965007003862429"	"0.77176942996838249"	"28.225443012940431"	"65.981391391864065"
"12/22/2021 09:59:44.930"	"291.37809100426006"	"5.1291807012392407"	"2.9137809100426004"	"435306.46502835536"	"0.0054230621829430212"	"537.31259612376834"	"1000000000"	"100000"	"434.72550310202803"	"0"	"142116.64239025599"	"0"	"6.0143888554065432"	"76070912"	"15832117248"	"4.0628551691778325"	"0"	"20.650051032808779"	"67.384636854514184"
"12/22/2021 09:59:45.931"	"308.88990046048917"	"4.8026907848944695"	"3.0888990046048916"	"440063.05535055348"	"0.0057077493639636438"	"541.19875392401821"	"1000000000"	"100000"	"476.29484432058433"	"0"	"160001.11795438529"	"0"	"5.9522222576863886"	"62959616"	"15855095808"	"3.9940867448267028"	"0"	"29.794345984845659"	"66.286947894000122"
"12/22/2021 09:59:46.933"	"316.08777503611748"	"4.9042247848933096"	"3.1608777503611747"	"442866.26118067978"	"0.0056611803061855587"	"558.33458777916621"	"1000000000"	"100000"	"404.51790348937806"	"0"	"130947.93881252203"	"0"	"5.9387667356966238"	"54398976"	"15864430592"	"3.9952385529815118"	"0"	"36.012851266348747"	"65.537073542196708"
"12/22/2021 09:59:47.945"	"278.16168504795252"	"3.2697012589535239"	"2.7816168504795251"	"454738.28571428574"	"0.0062854916145725801"	"442.5170606069824"	"1000000000"	"100000"	"332.87555675123451"	"0"	"107197.78240944949"	"0"	"6.0039164956563695"	"80875520"	"15829893120"	"1.9755225919954571"	"0"	"23.597898263689853"	"71.382853469276526"
"12/22/2021 09:59:48.931"	"358.89331672682721"	"3.3483586700928152"	"3.5889331672682721"	"393753.06293706293"	"0.0061837412231277216"	"580.43508139139317"	"1000000000"	"100000"	"387.63321869145489"	"0"	"120239.35955284783"	"0"	"5.9985134255860615"	"69439488"	"15840722944"	"4.0589865831565959"	"0.79269854879091273"	"26.279034962445113"	"68.003774513409923"
