User,Petition,Reflex,Tstart,Tend
0,0,3.15042,60815.4,61123.4
0,1,0.547909,64285.5,64348.1
0,2,0.268637,64896.1,64950.6
0,3,0.24188,65224.6,65268.9
0,4,0.719567,65525.4,65610.6
0,5,1.31724,66330.1,66798
0,6,0.145662,68130.1,68667.6
0,7,0.351202,68818.9,69570.4
0,8,0.0496113,69934,70671.6
0,9,0.0849043,70730.9,71355
0,10,0.679122,71451.9,72010.3
0,11,2.1445,72690.6,73465.7
0,12,0.849217,75625.2,76283.5
0,13,1.59145,77148,77529.7
0,14,0.163045,79124.4,79183
0,15,1.7188,79358.8,79383.2
0,16,0.273792,81106.8,81362.4
0,17,0.187015,81640.7,82017.8
0,18,0.00353057,82219.5,82543
0,19,0.000335745,82548.1,82860.5
0,20,0.541026,82860.5,83148.5
0,21,1.02892,83700.6,84431.6
0,22,1.4558,85472.2,85952.3
0,23,1.33439,87415.9,88199
0,24,0.1916,89547.6,90095.2
0,25,4.1145,90297.7,90635.1
0,26,1.07637,94759.7,94854.4
0,27,2.61713,95939.7,96030.1
0,28,0.428758,98660.4,98705.5
0,29,3.16643,99136.7,99171.4
0,30,5.20764,102349,102380
0,31,0.0931672,107603,107646
0,32,1.41654,107746,107792
0,33,1.42853,109217,109248
0,34,0.584302,110689,110909
0,35,0.406285,111502,111627
0,36,0.194922,112034,112139
0,37,0.351479,112348,112568
0,38,0.796105,112921,113458
0,39,1.74129,114266,114489
0,40,0.325676,116240,116746
0,41,0.834137,117074,117486
0,42,0.859069,118328,118748
0,43,0.0574001,119609,120032
0,44,0.324638,120103,120557
0,45,2.44534,120885,121235
0,46,0.563655,123695,124280
0,47,1.04929,124857,125125
0,48,0.338662,126174,126347
0,49,0.545592,126694,127050
0,50,0.613699,127609,127946
0,51,1.11973,128562,128710
0,52,2.07549,129835,130075
0,53,1.64031,132157,132491
0,54,0.940836,134139,134311
0,55,0.241504,135265,135692
0,56,0.725459,135937,136366
0,57,0.0110666,137095,137196
0,58,0.314181,137220,137290
0,59,1.16884,137611,137778
0,60,1.95577,138960,139345
0,61,0.461563,141312,141712
0,62,0.780434,142174,142581
0,63,3.0317,143366,143625
0,64,0.392721,146671,146730
0,65,0.751938,147125,147218
0,66,2.10535,147985,148096
0,67,0.0569051,150208,150239
0,68,2.15042,150308,150529
0,69,0.109659,152693,152839
0,70,0.403569,152960,153140
0,71,1.31325,153548,153659
0,72,0.93721,154986,155457
0,73,2.9193,156398,156678
0,74,0.0373531,159608,159728
0,75,0.419085,159780,159994
0,76,2.06337,160420,160571
0,77,0.144054,162639,162731
0,78,0.216044,162890,163130
0,79,0.595321,163346,163450
0,80,1.81901,164050,164230
0,81,1.89923,166052,166383
0,82,0.222067,168290,168372
0,83,0.818272,168605,168773
0,84,2.04685,169598,169658
0,85,0.753868,171708,172028
0,86,0.343147,172789,173028
0,87,0.992651,173382,173540
0,88,1.40191,174542,174736
0,89,0.620759,176144,176265
0,90,0.420609,176888,177190
0,91,0.307901,177617,178048
0,92,0.358432,178362,178700
0,93,0.818201,179071,179401
0,94,2.30495,180228,180775
0,95,1.10021,183081,183625
0,96,0.198776,184740,184851
0,97,3.68463,185053,185222
0,98,0.725654,188916,189011
0,99,0.452105,189745,189848
0,100,0.938076,190313,190383
0,101,2.48255,191336,191376
0,102,0.0571879,193866,193995
0,103,0.0900658,194055,194296
0,104,0.658527,194390,194701
0,105,1.16749,195374,195916
0,106,0.826496,197090,197315
0,107,1.07897,198153,198257
0,108,0.182686,199342,199643
0,109,1.26418,199827,200201
0,110,0.86355,201469,201785
0,111,1.4326,202664,202879
0,112,0.0188936,204312,204458
0,113,1.33247,204484,204864
0,114,0.332422,206208,206585
0,115,0.623596,206930,207363
0,116,1.79266,207993,208340
0,117,0.299979,210137,210348
0,118,0.19252,210653,210832
0,119,1.01438,211031,211321
0,120,0.760483,212345,212675
0,121,0.127985,213447,213779
0,122,3.95426,213909,214223
0,123,0.00592432,218193,218248
0,124,0.613347,218256,218282
0,125,3.28418,218896,218939
0,126,0.695615,222237,222269
0,127,1.80351,222974,223010
0,128,0.187811,224826,224891
0,129,0.513913,225092,225116
0,130,0.461053,225631,225682
0,131,1.78226,226147,226167
0,132,0.188966,227955,228206
0,133,2.30222,228409,228737
0,134,2.42873,231047,231102
0,135,0.326579,233534,233569
0,136,1.27397,233909,233935
0,137,0.066813,235210,235243
0,138,1.37663,235319,235342
0,139,1.19868,236719,236776
0,140,2.16066,237977,238205
0,141,0.341543,240370,240762
0,142,0.198856,241109,241167
0,143,0.379844,241375,241406
0,144,0.561472,241798,241852
0,145,0.320542,242424,242526
0,146,1.513,242850,242894
0,147,2.12812,244415,244470
0,148,7.06957,246614,246815
0,149,3.07645,253889,253920
0,150,0.236914,257001,257034
0,151,0.175378,257282,257311
0,152,1.71369,257501,257527
0,153,2.37334,259244,259274
0,154,0.651221,261654,261753
0,155,4.67593,262409,262450
0,156,2.39091,267127,267172
0,157,0.867384,269576,269605
0,158,0.313199,270486,270515
0,159,0.414329,270830,270856
0,160,0.670813,271283,271336
0,161,2.86577,272018,272088
0,162,0.91131,274961,275012
0,163,1.75976,275932,276118
0,164,0.398301,277877,278042
0,165,1.36032,278444,278480
0,166,0.911387,279840,279895
0,167,1.60509,280809,280835
0,168,0.603251,282455,282565
0,169,0.693027,283177,283428
0,170,0.510544,284131,284199
0,171,2.01452,284718,284848
0,172,0.753402,286865,287045
0,173,0.041424,287807,288210
0,174,0.399024,288260,288489
0,175,0.0859927,288901,289085
0,176,1.82711,289176,289294
0,177,1.19988,291134,291456
0,178,1.89641,292660,293033
0,179,0.00531692,294937,295145
0,180,0.860316,295156,295526
0,181,0.00218424,296395,296681
0,182,2.56062,296692,296983
0,183,0.516702,299550,299648
0,184,2.59631,300174,300204
0,185,0.908776,302801,302890
0,186,0.0780356,303805,303890
0,187,3.33033,303977,304136
0,188,0.122492,307469,307491
0,189,1.3616,307614,307631
0,190,1.62962,308993,309032
0,191,0.288836,310667,310728
0,192,0.978833,311017,311080
0,193,1.75959,312069,312138
0,194,0.511612,313911,313999
0,195,0.554336,314521,314553
0,196,0.874423,315115,315271
0,197,0.839093,316155,316478
0,198,0.565899,317329,317547
0,199,0.500022,318128,318522
0,200,0.172586,319035,319310
0,201,0.206566,319490,319691
0,202,0.5174,319911,320171
0,203,0.359968,320695,321238
0,204,0.626559,321610,321978
0,205,1.07852,322620,323128
0,206,1.86048,324207,324779
0,207,0.334331,326653,327168
0,208,0.647405,327505,327895
0,209,0.109696,328555,329029
0,210,1.55677,329150,329657
0,211,1.83296,331224,331680
0,212,0.553281,333520,333763
0,213,0.39469,334320,334475
0,214,0.590487,334873,335050
0,215,1.15073,335649,335722
0,216,0.774716,336886,336995
0,217,2.77301,337777,338088
0,218,0.330108,340866,341379
0,219,0.540038,341716,341945
0,220,0.525165,342499,342912
0,221,0.406383,343441,343809
0,222,0.239248,344230,344297
0,223,2.09335,344543,344651
0,224,0.606742,346758,346928
0,225,0.156059,347540,347919
0,226,0.101861,348089,348484
0,227,0.535276,348592,349049
0,228,0.349678,349595,349850
0,229,3.45574,350205,350657
0,230,0.444184,354128,354562
0,231,0.0261234,355018,355385
0,232,1.27066,355414,355719
0,233,0.619874,357001,357304
0,234,1.30321,357924,358067
0,235,1.92404,359374,359430
1,0,0.547909,62658.5,62752.1
1,1,0.268637,63305.9,63327.7
1,2,0.24188,63603.1,63627.5
1,3,0.719567,63878.2,63901.9
1,4,1.31724,64629.7,64671.6
1,5,0.145662,66000.8,66130.6
1,6,0.351202,66282.1,66514
1,7,0.0496113,66877.6,67300
1,8,0.0849043,67364.4,68084.1
1,9,0.679122,68177.4,68791.7
1,10,2.1445,69476.2,70057.3
1,11,0.849217,72204.1,72955.5
1,12,1.59145,73819.7,74508.7
1,13,0.163045,76109.6,76664.4
1,14,1.7188,76834.1,77092.5
1,15,0.273792,78824.7,78861
1,16,0.187015,79140,79176.4
1,17,0.00353057,79374.4,79414.2
1,18,0.000335745,79421.3,79484.9
1,19,0.541026,79485,79535.7
1,20,1.02892,80083.6,80288.7
1,21,1.4558,81326.2,81807.6
1,22,1.33439,83272.5,83801.8
1,23,0.1916,85143.5,85639.3
1,24,4.1145,85832.1,86261.6
1,25,1.07637,90376.7,90658
1,26,2.61713,91736.9,91842.6
1,27,0.428758,94462.8,94485.8
1,28,3.16643,94916,95129.1
1,29,5.20764,98300.6,98339.8
1,30,0.0931672,103554,103618
1,31,1.41654,103725,103750
1,32,1.42853,105179,105209
1,33,0.584302,106648,106670
1,34,0.406285,107258,107319
1,35,0.194922,107731,107749
1,36,0.351479,107951,107968
1,37,0.796105,108326,108343
1,38,1.74129,109154,109189
1,39,0.325676,110939,111056
1,40,0.834137,111393,111521
1,41,0.859069,112364,112683
1,42,0.0574001,113546,113867
1,43,0.324638,113938,114171
1,44,2.44534,114503,114719
1,45,0.563655,117167,117682
1,46,1.04929,118250,118712
1,47,0.338662,119773,120176
1,48,0.545592,120525,121008
1,49,0.613699,121559,121740
1,50,1.11973,122361,122612
1,51,2.07549,123742,124241
1,52,1.64031,126330,126585
1,53,0.940836,128234,128417
1,54,0.241504,129366,129540
1,55,0.725459,129788,129987
1,56,0.0110666,130715,130887
1,57,0.314181,130902,131085
1,58,1.16884,131407,131686
1,59,1.95577,132870,133197
1,60,0.461563,135156,135178
1,61,0.780434,135640,135865
1,62,3.0317,136656,136885
1,63,0.392721,139918,140208
1,64,0.751938,140609,141016
1,65,2.10535,141782,142206
1,66,0.0569051,144321,144446
1,67,2.15042,144509,144687
1,68,0.109659,146843,146905
1,69,0.403569,147015,147060
1,70,1.31325,147469,147499
1,71,0.93721,148815,149061
1,72,2.9193,150004,150056
1,73,0.0373531,152975,153149
1,74,0.419085,153186,153319
1,75,2.06337,153751,153848
1,76,0.144054,155913,156362
1,77,0.216044,156511,156842
1,78,0.595321,157065,157094
1,79,1.81901,157691,157844
1,80,1.89923,159670,159767
1,81,0.222067,161680,161724
1,82,0.818272,161947,162003
1,83,2.04685,162828,163071
1,84,0.753868,165128,165435
1,85,0.343147,166192,166585
1,86,0.992651,166943,167111
1,87,1.40191,168118,168175
1,88,0.620759,169582,169624
1,89,0.420609,170255,170273
1,90,0.307901,170702,170760
1,91,0.358432,171077,171120
1,92,0.818201,171488,171795
1,93,2.30495,172616,172804
1,94,1.10021,175122,175212
1,95,0.198776,176316,176412
1,96,3.68463,176622,176810
1,97,0.725654,180510,180971
1,98,0.452105,181700,181878
1,99,0.938076,182342,182817
1,100,2.48255,183769,184129
1,101,0.0571879,186623,186660
1,102,0.0900658,186732,186758
1,103,0.658527,186857,186889
1,104,1.16749,187552,187575
